County,Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass
Ouachita,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Ouray,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outagamie,0,0,19,1,0,0,0,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Owyhee,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oxford,0,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1
Ozaukee,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
PalmBeach,0,0,0,0,0,0,0,0,2,18,0,0,1,0,0,0,0,0,0,2,0,6,1,0,0,0
PaloAlto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0
PaloPinto,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pamlico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Panola,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Parker,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pasco,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasquotank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Passaic,0,0,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,0,0
Patrick,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Pawnee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Payette,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payne,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0
Pecos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0
Pembina,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Pendleton,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PendOreille,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pennington,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Penobscot,2,0,59,0,0,0,0,2,1,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Peoria,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perquimans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0
Perry,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Pershing,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Person,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
Phelps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Philadelphia,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,0,0,0,4,0,12,1,0,0,0
Phillips,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piatt,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pickaway,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pickens,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierce,0,0,11,0,0,0,0,3,0,2,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1
Pike,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
Pima,2,0,0,0,0,0,0,0,0,2,7,10,2,0,0,0,0,0,0,0,0,0,25,0,0,0
Pinal,1,0,0,0,0,0,0,0,0,3,25,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0
Pine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pinellas,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
Pipestone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,12,0,0,0
Piscataquis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pitt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0
Pittsburg,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsylvania,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Placer,0,0,18,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2
Plaquemines,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Platte,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Pleasants,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plumas,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plymouth,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,44,0,0,0
Pocahontas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0
PointeCoupee,0,0,0,2,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Polk,1,1,23,6,0,0,0,11,0,34,25,0,0,0,0,0,1,0,0,4,1,32,15,0,0,0
Pope,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0
Portage,0,0,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Porter,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0
PortsmouthCity,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Posey,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottawatomie,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottawattamie,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Potter,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Power,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
Poweshiek,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7,0,0,0,0
Powhatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pratt,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,1,1,0,0,0
Presidio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRICE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PrinceGeorge,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PrinceGeorges,0,0,0,2,0,0,0,7,0,6,7,0,3,0,0,0,0,0,0,0,0,2,12,0,0,0
PrinceofWalesKetchikan,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
PrinceWilliam,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
Providence,0,0,5,0,0,0,0,9,0,17,2,1,5,0,0,0,8,0,0,1,0,0,19,0,0,0
Prowers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0
Pueblo,0,0,2,3,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,8,3,0,0,0
Pulaski,0,0,7,2,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Pushmataha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Putnam,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2
Quay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0
QueenAnnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Queens,0,0,0,0,0,0,0,0,0,14,26,0,7,0,0,0,0,0,1,0,0,15,0,0,0,0
Rabun,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Racine,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Raleigh,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralls,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Randall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Randolph,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,0
Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rapides,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Reagan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RedLake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
RedRiver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedWillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Redwood,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,6,0,0,0
Reeves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Reno,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Rensselaer,0,0,9,0,1,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0
Renville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
Republic,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reynolds,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhea,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Rice,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,12,22,0,0,0
Rich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Richardson,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0
Richland,0,0,7,5,0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,2,0,6,1,0,0,2
Richmond,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2
RichmondCity,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RioArriba,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RioBlanco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RioGrande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Riverside,0,0,14,0,0,0,0,0,0,5,23,1,0,0,0,0,26,0,0,1,0,0,77,0,2,1
Roane,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roanoke,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Robertson,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robeson,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,1
Rock,1,0,0,0,0,0,0,3,0,6,0,2,0,0,0,0,4,0,0,0,0,2,1,0,0,0
Rockdale,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockingham,0,0,3,2,0,0,0,0,0,9,6,2,3,0,1,0,0,0,0,1,0,11,7,0,0,1
RockIsland,0,0,8,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Rockland,1,0,0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,0,0,5,3,0,0,0
RogerMills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Rogers,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Rolette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rooks,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Rosebud,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Routt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowan,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0
Rush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
Rusk,0,0,11,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Russell,0,0,6,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,2,0,0,0,2
Rutherford,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
Rutland,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
Sac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sacramento,0,0,5,0,0,0,0,3,0,10,3,0,1,0,0,0,0,0,0,0,0,2,45,0,0,0
Sagadahoc,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saginaw,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Saguache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Salem,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0
SalemCity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Saline,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,6,2,0,0,0
SaltLake,0,0,4,0,0,0,0,6,0,0,15,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0
Saluda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Sampson,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
SanBenito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SanBernardino,3,0,22,3,0,0,0,0,0,12,22,10,0,0,0,0,5,0,8,0,0,2,177,0,12,0
Sanders,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SanDiego,15,0,6,0,0,0,2,12,0,14,31,4,0,0,0,0,3,0,5,6,0,4,29,0,0,0
Sandoval,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,0
Sandusky,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SanFrancisco,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,2,1,0,0,1,0,0,0
Sangamon,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Sanilac,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0
SanJacinto,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SanJoaquin,0,0,3,0,0,0,0,4,0,5,5,0,0,0,0,0,2,0,1,3,0,1,6,0,0,1
SanJuan,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SanLuisObispo,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,18,0,0,0
SanMateo,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
SanMiguel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SanPatricio,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
Sanpete,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SantaBarbara,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SantaClara,2,0,0,0,0,0,0,1,0,15,8,9,0,0,0,0,0,0,41,6,0,71,7,0,0,0
SantaCruz,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SantaRosa,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sarasota,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratoga,1,0,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Sarpy,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
Sauk,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saunders,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sawyer,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Schenectady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Schleicher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Schoharie,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Schoolcraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Schuyler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Schuylkill,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,20,1,0,0,0
Scioto,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0
Scott,0,0,0,1,0,0,0,2,0,0,8,5,1,0,0,0,0,0,0,4,0,4,10,0,0,0
ScottsBluff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Scurry,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Sedgwick,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Seminole,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
Seneca,0,0,6,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sequoyah,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevier,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seward,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Shackelford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Shasta,0,0,51,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6
Shawnee,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby,0,0,0,1,0,0,0,0,0,6,28,0,5,0,0,0,0,0,0,0,0,17,4,0,0,0
Sherburne,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0
Sheridan,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,1,1,0,0,0
Shiawassee,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sibley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Sierra,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
SilverBow,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siskiyou,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sitka,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Skagit,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SkagwayHoonahAngoon,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Skamania,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snohomish,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Snyder,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Solano,1,0,3,0,0,0,0,6,0,0,6,3,0,0,0,0,16,0,1,0,0,0,10,0,0,0
Somerset,4,0,40,0,0,0,0,5,0,0,1,2,0,0,0,0,9,0,2,0,0,8,21,0,0,5
Somervell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Sonoma,0,0,1,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0
Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1
SoutheastFairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0
Spalding,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
