,State,County,First Word of Each County,Year,Max AQI,90th Percentile AQI,Median AQI
691,Oklahoma,Garfield,Garfield,2020,72,11,0
692,Oklahoma,Grant,Grant,2020,65,44,19
693,Oklahoma,Johnston,Johnston,2020,97,49,38
694,Oklahoma,Kay,Kay,2020,113,58,42
695,Oklahoma,Mayes,Mayes,2020,51,44,31
696,Oklahoma,Muskogee,Muskogee,2020,27,6,0
697,Oklahoma,Oklahoma,Oklahoma,2020,112,67,45
698,Oklahoma,Osage,Osage,2020,90,49,36
699,Oklahoma,Ottawa,Ottawa,2020,154,60,37
700,Oklahoma,Pittsburg,Pittsburg,2020,141,56,39
701,Oklahoma,Sequoyah,Sequoyah,2020,141,47,33
702,Oklahoma,Tulsa,Tulsa,2020,129,58,42
703,Oklahoma,Washington,Washington,2020,101,56,40
704,Oregon,Baker,Baker,2020,200,51,25
705,Oregon,Benton,Benton,2020,396,50,18
706,Oregon,Clackamas,Clackamas,2020,366,49,30
707,Oregon,Columbia,Columbia,2020,268,40,25
708,Oregon,Crook,Crook,2020,561,60,21
709,Oregon,Deschutes,Deschutes,2020,583,55,18
710,Oregon,Douglas,Douglas,2020,518,57,22
711,Oregon,Grant,Grant,2020,322,66,33
712,Oregon,Harney,Harney,2020,304,72,32
713,Oregon,Jackson,Jackson,2020,517,70,40
714,Oregon,Jefferson,Jefferson,2020,595,59,21
715,Oregon,Josephine,Josephine,2020,472,73,26
716,Oregon,Klamath,Klamath,2020,679,124,41
717,Oregon,Lake,Lake,2020,165,66,23
718,Oregon,Lane,Lane,2020,550,75,40
719,Oregon,Linn,Linn,2020,502,63,27
720,Oregon,Marion,Marion,2020,641,58,32
721,Oregon,Multnomah,Multnomah,2020,477,58,33
722,Oregon,Umatilla,Umatilla,2020,463,55,35
723,Oregon,Union,Union,2020,288,48,20
724,Oregon,Wallowa,Wallowa,2020,198,53,20
725,Oregon,Wasco,Wasco,2020,417,45,18
726,Oregon,Washington,Washington,2020,416,56,31
727,Pennsylvania,Adams,Adams,2020,86,54,40
728,Pennsylvania,Allegheny,Allegheny,2020,128,79,47
729,Pennsylvania,Armstrong,Armstrong,2020,122,54,39
730,Pennsylvania,Beaver,Beaver,2020,142,62,42
731,Pennsylvania,Berks,Berks,2020,102,58,40
732,Pennsylvania,Blair,Blair,2020,87,54,38
733,Pennsylvania,Bradford,Bradford,2020,81,48,37
734,Pennsylvania,Bucks,Bucks,2020,115,46,33
735,Pennsylvania,Cambria,Cambria,2020,89,56,38
736,Pennsylvania,Centre,Centre,2020,90,51,38
737,Pennsylvania,Chester,Chester,2020,143,55,39
738,Pennsylvania,Clearfield,Clearfield,2020,54,42,31
739,Pennsylvania,Cumberland,Cumberland,2020,137,55,33
740,Pennsylvania,Dauphin,Dauphin,2020,116,61,40
741,Pennsylvania,Delaware,Delaware,2020,129,64,43
742,Pennsylvania,Elk,Elk,2020,67,44,34
743,Pennsylvania,Erie,Erie,2020,87,49,34
744,Pennsylvania,Fayette,Fayette,2020,100,51,37
745,Pennsylvania,Franklin,Franklin,2020,50,42,32
746,Pennsylvania,Greene,Greene,2020,101,49,36
747,Pennsylvania,Indiana,Indiana,2020,112,48,36
748,Pennsylvania,Lackawanna,Lackawanna,2020,81,50,38
749,Pennsylvania,Lancaster,Lancaster,2020,153,62,43
750,Pennsylvania,Lawrence,Lawrence,2020,93,43,31
751,Pennsylvania,Lebanon,Lebanon,2020,115,55,30
752,Pennsylvania,Lehigh,Lehigh,2020,93,52,37
753,Pennsylvania,Luzerne,Luzerne,2020,54,43,31
754,Pennsylvania,Lycoming,Lycoming,2020,109,51,37
755,Pennsylvania,Mercer,Mercer,2020,105,54,38
756,Pennsylvania,Monroe,Monroe,2020,80,44,33
757,Pennsylvania,Montgomery,Montgomery,2020,99,56,38
758,Pennsylvania,Northampton,Northampton,2020,117,54,38
759,Pennsylvania,Philadelphia,Philadelphia,2020,119,59,41
760,Pennsylvania,Somerset,Somerset,2020,71,44,34
761,Pennsylvania,Susquehanna,Susquehanna,2020,71,40,23
762,Pennsylvania,Tioga,Tioga,2020,79,47,37
763,Pennsylvania,Warren,Warren,2020,95,24,9
764,Pennsylvania,Washington,Washington,2020,100,58,41
765,Pennsylvania,Westmoreland,Westmoreland,2020,81,50,35
766,Pennsylvania,Wyoming,Wyoming,2020,76,43,25
767,Pennsylvania,York,York,2020,97,57,40
768,Puerto Rico,Adjuntas,Adjuntas,2020,58,38,14
769,Puerto Rico,Bayamon,Bayamon,2020,95,36,19
770,Puerto Rico,Caguas,Caguas,2020,69,20,10
771,Puerto Rico,Catano,Catano,2020,336,61,25
772,Puerto Rico,Fajardo,Fajardo,2020,80,51,20
773,Puerto Rico,Guayama,Guayama,2020,80,54,22
774,Puerto Rico,Guaynabo,Guaynabo,2020,72,54,24
775,Puerto Rico,Juncos,Juncos,2020,174,16,9
776,Puerto Rico,Mayagnez,Mayagnez,2020,396,59,22
777,Puerto Rico,Ponce,Ponce,2020,81,51,22
778,Puerto Rico,San Juan,San,2020,39,32,9
779,Rhode Island,Kent,Kent,2020,133,47,31
780,Rhode Island,Providence,Providence,2020,112,54,40
781,Rhode Island,Washington,Washington,2020,154,49,32
782,South Carolina,Aiken,Aiken,2020,71,44,32
783,South Carolina,Anderson,Anderson,2020,71,46,35
784,South Carolina,Berkeley,Berkeley,2020,51,43,31
785,South Carolina,Charleston,Charleston,2020,117,51,35
786,South Carolina,Chesterfield,Chesterfield,2020,89,49,34
787,South Carolina,Darlington,Darlington,2020,49,42,32
788,South Carolina,Edgefield,Edgefield,2020,115,46,33
789,South Carolina,Florence,Florence,2020,95,42,28
790,South Carolina,Greenville,Greenville,2020,116,55,39
791,South Carolina,Horry,Horry,2020,50,44,32
792,South Carolina,Lexington,Lexington,2020,111,48,29
793,South Carolina,Oconee,Oconee,2020,0,0,0
794,South Carolina,Richland,Richland,2020,117,49,35
795,South Carolina,Spartanburg,Spartanburg,2020,112,54,40
796,South Carolina,York,York,2020,92,47,35
797,South Dakota,Brookings,Brookings,2020,87,55,38
798,South Dakota,Brown,Brown,2020,75,47,23
799,South Dakota,Codington,Codington,2020,101,53,36
800,South Dakota,Custer,Custer,2020,119,54,41
801,South Dakota,Hughes,Hughes,2020,76,30,14
802,South Dakota,Jackson,Jackson,2020,90,51,39
803,South Dakota,Meade,Meade,2020,84,47,38
804,South Dakota,Minnehaha,Minnehaha,2020,90,52,35
805,South Dakota,Pennington,Pennington,2020,91,62,31
806,South Dakota,Union,Union,2020,141,53,36
807,Tennessee,Anderson,Anderson,2020,64,46,35
808,Tennessee,Blount,Blount,2020,92,51,38
809,Tennessee,Claiborne,Claiborne,2020,51,44,32
810,Tennessee,Davidson,Davidson,2020,116,58,41
811,Tennessee,DeKalb,DeKalb,2020,61,44,33
812,Tennessee,Dyer,Dyer,2020,117,42,23
813,Tennessee,Hamilton,Hamilton,2020,151,55,40
814,Tennessee,Jefferson,Jefferson,2020,74,48,37
815,Tennessee,Knox,Knox,2020,90,55,38
816,Tennessee,Lawrence,Lawrence,2020,72,37,20
817,Tennessee,Loudon,Loudon,2020,97,49,34
818,Tennessee,Madison,Madison,2020,108,42,25
819,Tennessee,Maury,Maury,2020,91,42,22
820,Tennessee,McMinn,McMinn,2020,88,47,28
821,Tennessee,Montgomery,Montgomery,2020,116,44,26
822,Tennessee,Putnam,Putnam,2020,105,40,23
823,Tennessee,Roane,Roane,2020,91,46,26
824,Tennessee,Sevier,Sevier,2020,105,49,40
825,Tennessee,Shelby,Shelby,2020,152,61,44
826,Tennessee,Sullivan,Sullivan,2020,109,54,37
827,Tennessee,Sumner,Sumner,2020,121,52,37
828,Tennessee,Williamson,Williamson,2020,71,47,37
829,Tennessee,Wilson,Wilson,2020,64,45,33
830,Texas,Atascosa,Atascosa,2020,156,60,29
831,Texas,Bell,Bell,2020,135,61,40
832,Texas,Bexar,Bexar,2020,158,77,49
833,Texas,Bowie,Bowie,2020,127,56,36
834,Texas,Brazoria,Brazoria,2020,182,51,33
835,Texas,Brazos,Brazos,2020,99,52,30
836,Texas,Brewster,Brewster,2020,80,50,40
837,Texas,Cameron,Cameron,2020,176,70,43
838,Texas,Collin,Collin,2020,154,54,37
839,Texas,Culberson,Culberson,2020,112,80,47
840,Texas,Dallas,Dallas,2020,135,67,42
841,Texas,Denton,Denton,2020,142,71,40
842,Texas,Ector,Ector,2020,95,51,27
843,Texas,El Paso,El,2020,192,84,54
844,Texas,Ellis,Ellis,2020,125,58,39
845,Texas,Freestone,Freestone,2020,10,1,0
846,Texas,Galveston,Galveston,2020,143,62,40
847,Texas,Gregg,Gregg,2020,86,46,32
848,Texas,Harris,Harris,2020,179,80,50
849,Texas,Harrison,Harrison,2020,100,52,36
850,Texas,Hidalgo,Hidalgo,2020,155,65,37
851,Texas,Hood,Hood,2020,100,48,33
852,Texas,Howard,Howard,2020,200,71,9
853,Texas,Hunt,Hunt,2020,87,45,32
854,Texas,Hutchinson,Hutchinson,2020,156,113,16
855,Texas,Jefferson,Jefferson,2020,122,63,41
856,Texas,Johnson,Johnson,2020,105,50,34
857,Texas,Karnes,Karnes,2020,32,17,6
858,Texas,Kaufman,Kaufman,2020,134,56,37
859,Texas,Kleberg,Kleberg,2020,168,66,35
860,Texas,Lubbock,Lubbock,2020,81,40,20
861,Texas,Maverick,Maverick,2020,160,56,27
862,Texas,McLennan,McLennan,2020,97,50,38
863,Texas,Milam,Milam,2020,3,1,0
864,Texas,Montgomery,Montgomery,2020,129,62,40
865,Texas,Navarro,Navarro,2020,153,68,40
866,Texas,Nueces,Nueces,2020,159,64,40
867,Texas,Orange,Orange,2020,103,62,41
868,Texas,Parker,Parker,2020,115,50,35
869,Texas,Polk,Polk,2020,71,43,31
870,Texas,Potter,Potter,2020,138,67,22
871,Texas,Randall,Randall,2020,90,64,42
872,Texas,Robertson,Robertson,2020,29,1,0
873,Texas,Rockwall,Rockwall,2020,133,45,32
874,Texas,Rusk,Rusk,2020,120,44,3
875,Texas,Smith,Smith,2020,84,46,33
876,Texas,Tarrant,Tarrant,2020,159,77,45
877,Texas,Titus,Titus,2020,36,7,0
878,Texas,Travis,Travis,2020,153,63,44
879,Texas,Victoria,Victoria,2020,100,47,31
880,Texas,Webb,Webb,2020,160,65,41
881,Texas,Wilson,Wilson,2020,34,18,7
882,Utah,Box Elder,Box,2020,147,51,40
883,Utah,Cache,Cache,2020,159,71,44
884,Utah,Carbon,Carbon,2020,93,51,43
885,Utah,Davis,Davis,2020,155,77,44
886,Utah,Duchesne,Duchesne,2020,125,64,45
887,Utah,Garfield,Garfield,2020,74,50,42
888,Utah,Iron,Iron,2020,86,50,40
889,Utah,Salt Lake,Salt,2020,194,87,50
890,Utah,San Juan,San,2020,108,54,43
891,Utah,Tooele,Tooele,2020,159,67,42
892,Utah,Uintah,Uintah,2020,119,65,45
893,Utah,Utah,Utah,2020,150,77,45
894,Utah,Washington,Washington,2020,112,61,44
895,Utah,Wayne,Wayne,2020,66,31,8
896,Utah,Weber,Weber,2020,140,71,44
897,Vermont,Bennington,Bennington,2020,70,45,35
898,Vermont,Chittenden,Chittenden,2020,98,47,36
899,Vermont,Rutland,Rutland,2020,96,51,37
900,Vermont,Windham,Windham,2020,31,19,9
901,Virgin Islands,St Croix,St,2020,82,52,19
902,Virgin Islands,St John,St,2020,82,48,18
903,Virgin Islands,St Thomas,St,2020,72,56,23
904,Virginia,Albemarle,Albemarle,2020,66,47,35
905,Virginia,Arlington,Arlington,2020,90,46,33
906,Virginia,Botetourt,Botetourt,2020,69,20,3
907,Virginia,Bristol City,Bristol,2020,55,43,24
908,Virginia,Caroline,Caroline,2020,64,45,34
909,Virginia,Carroll,Carroll,2020,15,12,7
910,Virginia,Charles,Charles,2020,67,44,31
911,Virginia,Chesterfield,Chesterfield,2020,61,44,32
912,Virginia,Covington City,Covington,2020,84,33,10
913,Virginia,Fairfax,Fairfax,2020,100,54,38
914,Virginia,Fauquier,Fauquier,2020,61,42,31
915,Virginia,Frederick,Frederick,2020,78,45,35
916,Virginia,Giles,Giles,2020,200,61,37
917,Virginia,Hampton City,Hampton,2020,64,45,34
918,Virginia,Hanover,Hanover,2020,64,45,34
919,Virginia,Henrico,Henrico,2020,71,48,36
920,Virginia,Hopewell City,Hopewell,2020,15,13,6
921,Virginia,Loudoun,Loudoun,2020,108,45,33
922,Virginia,Lynchburg City,Lynchburg,2020,54,38,21
923,Virginia,Madison,Madison,2020,54,45,37
924,Virginia,Norfolk City,Norfolk,2020,60,31,17
925,Virginia,Prince Edward,Prince,2020,49,42,30
926,Virginia,Prince William,Prince,2020,74,44,32
927,Virginia,Richmond City,Richmond,2020,77,44,29
928,Virginia,Roanoke,Roanoke,2020,69,48,35
929,Virginia,Rockbridge,Rockbridge,2020,49,42,31
930,Virginia,Rockingham,Rockingham,2020,74,44,32
931,Virginia,Salem City,Salem,2020,66,42,23
932,Virginia,Stafford,Stafford,2020,84,44,32
933,Virginia,Suffolk City,Suffolk,2020,67,44,36
934,Virginia,Virginia Beach City,Virginia,2020,71,45,23
935,Virginia,Winchester City,Winchester,2020,18,12,6
936,Virginia,Wythe,Wythe,2020,61,45,34
937,Washington,Adams,Adams,2020,241,33,13
938,Washington,Asotin,Asotin,2020,289,62,29
939,Washington,Benton,Benton,2020,908,54,33
940,Washington,Chelan,Chelan,2020,489,54,21
941,Washington,Clallam,Clallam,2020,309,47,33
942,Washington,Clark,Clark,2020,509,58,27
943,Washington,Columbia,Columbia,2020,233,41,18
944,Washington,Cowlitz,Cowlitz,2020,257,38,16
945,Washington,Franklin,Franklin,2020,260,34,14
946,Washington,Garfield,Garfield,2020,228,36,15
947,Washington,Grant,Grant,2020,283,39,16
948,Washington,Grays Harbor,Grays,2020,218,38,20
949,Washington,Jefferson,Jefferson,2020,208,33,18
950,Washington,King,King,2020,275,62,36
951,Washington,Kitsap,Kitsap,2020,221,38,18
952,Washington,Kittitas,Kittitas,2020,459,54,18
953,Washington,Klickitat,Klickitat,2020,669,39,17
954,Washington,Lewis,Lewis,2020,233,34,19
955,Washington,Mason,Mason,2020,324,41,18
956,Washington,Okanogan,Okanogan,2020,423,71,35
957,Washington,Pend Oreille,Pend,2020,59,53,35
958,Washington,Pierce,Pierce,2020,231,62,40
959,Washington,Skagit,Skagit,2020,52,31,16
960,Washington,Snohomish,Snohomish,2020,225,64,30
961,Washington,Spokane,Spokane,2020,479,52,33
962,Washington,Stevens,Stevens,2020,536,63,32
963,Washington,Thurston,Thurston,2020,217,44,25
964,Washington,Walla Walla,Walla,2020,819,50,22
965,Washington,Whatcom,Whatcom,2020,212,60,29
966,Washington,Whitman,Whitman,2020,212,35,15
967,Washington,Yakima,Yakima,2020,465,76,35
968,West Virginia,Berkeley,Berkeley,2020,95,48,36
969,West Virginia,Brooke,Brooke,2020,94,48,20
970,West Virginia,Cabell,Cabell,2020,100,47,36
971,West Virginia,Gilmer,Gilmer,2020,49,41,29
972,West Virginia,Greenbrier,Greenbrier,2020,54,44,34
973,West Virginia,Hancock,Hancock,2020,133,49,32
974,West Virginia,Harrison,Harrison,2020,78,43,26
975,West Virginia,Kanawha,Kanawha,2020,84,48,37
976,West Virginia,Marion,Marion,2020,67,47,26
977,West Virginia,Marshall,Marshall,2020,68,37,6
978,West Virginia,Mason,Mason,2020,113,29,1
979,West Virginia,Mineral,Mineral,2020,3,1,1
980,West Virginia,Monongalia,Monongalia,2020,90,46,33
981,West Virginia,Ohio,Ohio,2020,101,51,38
982,West Virginia,Tucker,Tucker,2020,51,44,33
983,West Virginia,Wood,Wood,2020,80,45,32
984,Wisconsin,Ashland,Ashland,2020,71,43,32
985,Wisconsin,Brown,Brown,2020,119,55,35
986,Wisconsin,Columbia,Columbia,2020,115,48,38
987,Wisconsin,Dane,Dane,2020,112,59,39
988,Wisconsin,Dodge,Dodge,2020,136,56,38
989,Wisconsin,Door,Door,2020,150,51,36
990,Wisconsin,Eau Claire,Eau,2020,93,54,37
991,Wisconsin,Fond du Lac,Fond,2020,115,46,36
992,Wisconsin,Forest,Forest,2020,93,47,35
993,Wisconsin,Grant,Grant,2020,82,55,30
994,Wisconsin,Jefferson,Jefferson,2020,136,51,38
995,Wisconsin,Kenosha,Kenosha,2020,197,67,40
996,Wisconsin,Kewaunee,Kewaunee,2020,97,47,34
997,Wisconsin,La Crosse,La,2020,93,54,37
998,Wisconsin,Manitowoc,Manitowoc,2020,136,58,36
999,Wisconsin,Marathon,Marathon,2020,74,45,31
1000,Wisconsin,Milwaukee,Milwaukee,2020,169,67,40
1001,Wisconsin,Oneida,Oneida,2020,72,11,0
1002,Wisconsin,Outagamie,Outagamie,2020,126,59,37
1003,Wisconsin,Ozaukee,Ozaukee,2020,164,59,35
1004,Wisconsin,Racine,Racine,2020,172,67,38
1005,Wisconsin,Rock,Rock,2020,105,49,38
1006,Wisconsin,Sauk,Sauk,2020,112,54,36
1007,Wisconsin,Sheboygan,Sheboygan,2020,159,74,39
1008,Wisconsin,Taylor,Taylor,2020,78,49,35
1009,Wisconsin,Vilas,Vilas,2020,84,46,30
1010,Wisconsin,Walworth,Walworth,2020,136,50,39
1011,Wisconsin,Waukesha,Waukesha,2020,129,60,39
1012,Wyoming,Albany,Albany,2020,177,71,46
1013,Wyoming,Big Horn,Big,2020,126,46,38
1014,Wyoming,Campbell,Campbell,2020,124,68,44
1015,Wyoming,Carbon,Carbon,2020,82,25,9
1016,Wyoming,Converse,Converse,2020,129,60,42
1017,Wyoming,Fremont,Fremont,2020,158,58,45
1018,Wyoming,Johnson,Johnson,2020,93,50,40
1019,Wyoming,Laramie,Laramie,2020,157,54,39
1020,Wyoming,Lincoln,Lincoln,2020,71,34,15
1021,Wyoming,Natrona,Natrona,2020,124,52,41
1022,Wyoming,Park,Park,2020,113,30,11
1023,Wyoming,Platte,Platte,2020,283,50,19
1024,Wyoming,Sheridan,Sheridan,2020,100,47,39
1025,Wyoming,Sublette,Sublette,2020,151,61,44
1026,Wyoming,Sweetwater,Sweetwater,2020,1250,76,46
1027,Wyoming,Teton,Teton,2020,161,54,42
1028,Wyoming,Uinta,Uinta,2020,122,51,40
1029,Wyoming,Weston,Weston,2020,119,49,40
